ncols	138
nrows	98
xllcorner	-1540500.000000
yllcorner	-109500.000000
cellsize	1000.000000
NODATA_value	-9999.000000
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	28	28	28	28	28	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	33	33	33	33	34	34	35	35	35	35	36	36	37	37	37	38	38	38	38	39	39	39	39	40	40	40	40	41	41	41	41	41	42	42	42	42	43	43	43	43	44	44	44	44	45	45	45	45	46	46	46	47	47	48	48	50	50	53	53	56	56	58	58	61	61	64	64	66	
26	26	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	27	27	28	28	28	28	28	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	33	33	33	33	34	34	35	35	35	35	36	36	36	37	37	38	38	38	38	39	39	39	39	40	40	40	40	41	41	41	41	41	42	42	42	42	42	42	43	43	43	43	44	44	45	45	45	45	46	46	46	47	47	48	48	50	50	52	52	55	55	58	58	61	61	63	63	66	
26	26	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	27	27	28	28	28	28	28	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	33	33	33	33	34	34	35	35	35	35	36	36	36	37	37	38	38	38	38	39	39	39	39	40	40	40	40	41	41	41	41	41	42	42	42	42	42	42	43	43	43	43	44	44	45	45	45	45	46	46	46	47	47	48	48	50	50	52	52	55	55	58	58	61	61	63	63	66	
25	25	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	27	27	28	28	28	28	28	29	29	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	33	33	34	34	34	34	35	35	36	36	36	37	37	37	37	38	38	39	39	39	39	40	40	40	40	40	40	41	41	41	42	42	42	42	42	42	43	43	43	43	44	44	44	44	45	45	45	45	46	47	47	48	48	49	49	52	52	54	54	57	57	60	60	62	62	65	
25	25	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	27	27	28	28	28	28	28	29	29	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	32	32	32	32	33	33	34	34	34	34	35	35	36	36	36	37	37	37	37	38	38	39	39	39	39	40	40	40	40	40	40	41	41	41	42	42	42	42	42	42	43	43	43	43	44	44	44	44	45	45	45	45	46	47	47	48	48	49	49	52	52	54	54	57	57	60	60	62	62	65	
25	25	26	26	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	28	28	28	28	28	28	28	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	30	30	30	30	30	30	30	30	30	30	31	31	31	32	32	32	32	33	33	34	34	34	34	35	35	35	35	36	37	37	37	37	38	38	38	38	39	39	39	39	40	40	40	40	41	41	41	42	42	42	42	42	42	43	43	43	43	44	44	44	44	45	45	45	45	46	47	47	48	48	49	49	51	51	54	54	57	57	59	59	62	62	65	
25	25	26	26	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	28	28	28	28	28	28	28	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	31	31	30	30	30	30	30	30	30	30	30	30	31	31	31	32	32	32	32	33	33	34	34	34	34	35	35	35	35	36	37	37	37	37	38	38	38	38	39	39	39	39	40	40	40	40	41	41	41	42	42	42	42	42	42	43	43	43	43	44	44	44	44	45	45	45	45	46	47	47	48	48	49	49	51	51	54	54	57	57	59	59	62	62	65	
25	25	25	25	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	27	27	28	28	28	28	28	29	29	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	32	32	33	33	33	33	34	34	35	35	35	35	36	37	37	37	37	38	38	38	38	39	39	39	39	40	40	40	40	41	41	41	41	41	42	42	42	42	42	42	43	43	43	43	44	44	44	44	45	45	46	47	47	48	48	49	49	51	51	54	54	57	57	59	59	62	62	64	
25	25	25	25	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	27	27	28	28	28	28	28	29	29	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	32	32	33	33	33	33	34	34	35	35	35	35	36	37	37	37	37	38	38	38	38	39	39	39	39	40	40	40	40	41	41	41	41	41	42	42	42	42	42	42	43	43	43	43	44	44	44	44	45	45	46	47	47	48	48	49	49	51	51	54	54	57	57	59	59	62	62	64	
25	25	25	25	25	25	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	27	27	28	28	28	28	28	29	29	29	29	29	29	29	29	29	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	31	31	31	31	32	32	33	33	33	33	34	34	35	35	35	35	36	36	36	37	37	38	38	38	38	39	39	39	39	40	40	40	40	40	40	41	41	41	42	42	42	42	42	42	43	43	43	43	44	44	44	44	45	45	46	46	46	47	47	49	49	51	51	53	53	56	56	59	59	61	61	64	
